Bar,Date,Time,Open,High,Low,Close,CCI(20C),%K(141),%D(3)
89,11/13/07,10:20,146000,146075,145875,146050,68.56,87.05,89.8
90,11/13/07,10:25,146025,146225,145975,146225,84.79,95.29,89.01
91,11/13/07,10:30,146200,146225,145800,145825,30.52,76.19,86.18
92,11/13/07,10:35,145825,145875,145700,145750,17.63,32.35,67.94
93,11/13/07,10:40,145725,145875,145675,145875,31.92,40,49.51
94,11/13/07,10:45,145850,145950,145725,145750,12.38,17.85,30.07
95,11/13/07,10:50,145725,146100,145625,146000,45.69,53.57,37.14
96,11/13/07,10:55,146000,146025,145750,145825,8,28.57,33.33
97,11/13/07,11:00,145825,146050,145750,146050,53.52,60.71,47.61
98,11/13/07,11:05,146025,146150,146000,146075,56.55,64.28,51.19
99,11/13/07,11:10,146050,146100,145825,145925,-27.31,42.85,55.95
100,11/13/07,11:15,145925,146100,145850,145975,4.38,50,52.38
101,11/13/07,11:20,145975,146200,145925,146175,109.27,84.61,59.15
102,11/13/07,11:25,146175,146425,146125,146375,181.49,93.75,76.12
103,11/13/07,11:30,146375,146475,146300,146400,165.28,91.17,89.84
104,11/13/07,11:35,146400,146625,146375,146450,159.09,82.5,89.14
105,11/13/07,11:40,146475,146475,146350,146375,111.11,75,82.89
106,11/13/07,11:45,146375,146425,146150,146250,60,62.5,73.33
107,11/13/07,11:50,146250,146325,146125,146175,36.27,55,64.16
108,11/13/07,11:55,146175,146250,146075,146175,32.69,55,57.5
109,11/13/07,12:00,146175,146250,146100,146225,46.35,54.28,54.76
110,11/13/07,12:05,146225,146350,146150,146300,70.12,62.85,57.38
111,11/13/07,12:10,146325,146350,146125,146125,4.66,37.5,51.54
112,11/13/07,12:15,146125,146250,146075,146175,17.14,43.75,48.03
113,11/13/07,12:20,146175,146250,146125,146225,33.1,48.38,43.21
114,11/13/07,12:25,146225,146300,146125,146200,14.09,39.28,43.8
115,11/13/07,12:30,146225,146225,146050,146075,-56.82,4.34,30.67
116,11/13/07,12:35,146075,146250,146050,146225,17.46,30.43,24.68
117,11/13/07,12:40,146225,146375,146225,146300,58.53,43.47,26.08
118,11/13/07,12:45,146325,146325,146175,146200,-11.25,35.29,36.4
119,11/13/07,12:50,146200,146250,146100,146250,13.88,53.33,44.03
120,11/13/07,12:55,146250,146250,145975,146125,-98.29,37.5,42.04
121,11/13/07,13:00,146125,146125,146000,146025,-164.68,12.5,34.44
122,11/13/07,13:05,146000,146050,145900,146025,-149.01,26.31,25.43
123,11/13/07,13:10,146025,146075,145950,146050,-118.83,31.57,23.46
124,11/13/07,13:15,146050,146225,146025,146125,-50.84,47.36,35.08
125,11/13/07,13:20,146125,146400,146100,146300,116.66,80,52.98
126,11/13/07,13:25,146300,146450,146250,146350,148.88,81.81,69.72
127,11/13/07,13:30,146350,146475,146350,146475,210.82,100,87.27
128,11/13/07,13:35,146450,146550,146350,146500,188.47,92.3,91.37
129,11/13/07,13:40,146500,146875,146475,146800,278.4,92.3,94.87
130,11/13/07,13:45,146800,146875,146700,146725,191.73,84.61,89.74
131,11/13/07,13:50,146725,146975,146725,146825,186.11,86.04,87.65
132,11/13/07,13:55,146825,146875,146725,146750,132.08,79.06,83.24
133,11/13/07,14:00,146750,146800,146650,146775,118.39,81.39,82.17
134,11/13/07,14:05,146775,146825,146700,146750,96.45,79.06,79.84
135,11/13/07,14:10,146725,147050,146725,146900,118.19,86.95,82.47
136,11/13/07,14:15,146875,147125,146850,147025,129.58,91.48,85.83
137,11/13/07,14:20,147025,147150,146925,147025,113.82,88.88,89.11
138,11/13/07,14:25,147025,147125,146900,146925,82.6,78.57,86.31
139,11/13/07,14:30,146950,147050,146875,147000,89.11,83.33,83.59
140,11/13/07,14:35,147000,147225,146975,147075,96.95,82.85,81.58
141,11/13/07,14:40,147075,147150,147025,147075,92.52,82.85,83.01
142,11/13/07,14:45,147075,147350,147050,147325,147.69,97.14,87.61
143,11/13/07,14:50,147350,147400,147275,147325,140.74,90,89
144,11/13/07,14:55,147325,147350,147175,147300,123.8,86.66,91.26
145,11/13/07,15:00,147300,147725,147300,147700,207.59,97.67,91.44
146,11/13/07,15:05,147700,147850,147625,147700,182.43,87.5,90.61
147,11/13/07,15:10,147700,147925,147675,147775,171.48,87.75,90.97
148,11/13/07,15:15,147775,147875,147675,147750,139.01,85.41,86.89
149,11/13/07,15:20,147750,147800,147700,147725,114.38,81.39,84.85
150,11/13/07,15:25,147725,147900,147675,147850,122.12,92.85,86.55
151,11/13/07,15:30,147850,148000,147775,147950,124.88,95.55,89.93
152,11/13/07,15:35,147950,148000,147800,147975,114.68,97.77,95.39
153,11/13/07,15:40,147975,148325,147950,148250,142.06,94.44,95.92
154,11/13/07,15:45,148250,148375,148200,148300,133.75,94.44,95.55
155,11/13/07,15:50,148300,148425,148275,148425,138.79,100,96.29
156,11/13/07,15:55,148425,148625,148400,148500,137.61,91.37,95.27
157,11/14/07,09:30,149425,149525,149200,149300,229.3,90.42,93.93
158,11/14/07,09:35,149300,149600,149250,149575,218.69,98.91,93.57
159,11/14/07,09:40,149575,149650,149175,149275,151.63,81.48,90.27
160,11/14/07,09:45,149250,149375,149025,149050,108.01,69.62,83.33
161,11/14/07,09:50,149050,149075,148850,148925,83.31,63.29,71.46
162,11/14/07,09:55,148900,148975,148725,148825,64.34,58.22,63.71
163,11/14/07,10:00,148850,149175,148825,148950,70.45,64.55,62.02
164,11/14/07,10:05,148950,149050,148650,148700,34.75,49.33,57.37
165,11/14/07,10:10,148675,148975,148525,148950,59.58,62.16,58.68
166,11/14/07,10:15,148975,149100,148825,149025,62.36,63.23,58.24
167,11/14/07,10:20,149025,149175,148950,148975,50.18,53.44,59.61
168,11/14/07,10:25,148975,149000,148775,148900,34.69,45.45,54.04
169,11/14/07,10:30,148900,148900,148550,148675,-7.58,22,40.3
170,11/14/07,10:35,148675,148825,148550,148750,-2.73,20,29.15
171,11/14/07,10:40,148750,148900,148700,148775,-6.9,22.22,21.4
172,11/14/07,10:45,148775,149075,148775,149025,44.35,44.44,28.88
173,11/14/07,10:50,149050,149100,148950,148975,24.62,52.94,39.86
174,11/14/07,10:55,148975,149025,148750,148775,-49.15,38.46,45.28
175,11/14/07,11:00,148750,148900,148650,148875,-25.49,53.84,48.41
176,11/14/07,11:05,148900,148925,148525,148550,-156.21,3.84,32.05
177,11/14/07,11:10,148550,148625,148350,148425,-181.64,9.09,22.26
178,11/14/07,11:15,148425,148650,148400,148625,-96.61,33.33,15.42
179,11/14/07,11:20,148625,148800,148600,148700,-57.2,42.42,28.28
180,11/14/07,11:25,148700,148850,148650,148675,-61.86,39.39,38.38
181,11/14/07,11:30,148700,148775,148600,148725,-33.79,50,43.93
182,11/14/07,11:35,148725,148725,148525,148625,-75.32,36.66,42.02
183,11/14/07,11:40,148625,148800,148550,148750,-12.07,53.33,46.66
184,11/14/07,11:45,148750,149000,148700,148925,68.12,76.66,55.55
185,11/14/07,11:50,148950,149150,148950,149075,130.91,90.62,73.54
186,11/14/07,11:55,149075,149125,148975,149000,97.9,81.25,82.84
187,11/14/07,12:00,149000,149050,148950,149000,96.3,81.25,84.37
